order_id,order_date,shipped_date,status,comments,order_amount,customer_id,store_id
O4650219,2022-12-26,2022-12-27,canceled,Holiday Promotion,197.26,4162468,S138
O4652127,2022-04-20,2022-04-21,abandoned,,59.75,7260178,S75
O4652356,2022-07-01,2022-07-06,completed,,66.49,3278531,S345
O4652927,2022-10-14,2022-10-19,completed,,77.94,7611589,S46
O4656112,2022-04-12,2022-04-13,completed,,86.87,1498466,S225
O4656378,2022-02-28,2022-03-02,completed,,64.85,1026283,S209
O4658613,2022-09-09,2022-09-13,abandoned,,89.02,1821050,S478
O4659609,2022-12-19,2022-12-20,completed,,97.15,4703204,S55
O4659936,2022-09-29,2022-10-04,completed,,56.87,6277907,S23
O4660066,2022-10-20,2022-10-21,completed,,69.62,5308458,S232
O4660411,2022-10-12,2022-10-13,abandoned,,84.81,4087005,S210
O4660532,2022-02-20,2022-02-22,completed,,94.63,9375024,S257
O4661507,2022-06-16,2022-06-21,completed,,70.15,7007224,S184
O4665003,2022-05-01,2022-05-02,completed,,70.75,2618718,S29
O4665523,2022-03-23,2022-03-24,completed,,77.1,8085220,S18
O4666193,2022-08-19,2022-08-23,completed,,77.87,2556439,S271
O4668165,2022-11-13,2022-11-14,completed,,82.78,1847560,S316
O4668383,2022-11-28,2022-11-30,completed,,195.44,8767424,S66
O4671168,2022-06-25,2022-06-29,completed,,93.01,2177956,S369
O4677654,2022-06-24,2022-06-29,completed,,65.66,4692843,S394
O4678462,2022-04-03,2022-04-04,completed,,187.07,1746980,S185
O4680345,2022-08-26,2022-08-31,completed,,54.64,1720409,S197
O4683845,2022-11-13,2022-11-15,completed,,86.07,4452434,S196
O4685483,2022-08-03,2022-08-04,completed,,75.4,9827217,S59
O4688424,2022-07-03,2022-07-07,abandoned,,73.38,6436471,S73
O4689784,2022-03-24,2022-03-29,completed,,70.51,5809273,S356
O4689881,2022-11-27,2022-11-28,completed,,184.83,6883579,S209
O4690235,2022-04-23,2022-04-25,completed,,139.6,5743979,S438
O4692445,2022-05-26,2022-05-27,completed,,88.5,4682261,S42
O4693285,2022-11-08,2022-11-10,completed,,82.48,8987058,S455
O4695024,2022-12-06,2022-12-07,abandoned,,75.52,7033472,S198
O4697694,2022-11-20,2022-11-22,completed,,70.12,7133222,S382
O4697840,2022-10-22,2022-10-26,completed,,90.08,8526734,S83
O4698270,2022-04-24,2022-04-25,completed,,124.42,9489189,S454
O4698757,2022-10-24,2022-10-26,abandoned,,60.37,3370485,S194
O4698928,2022-12-27,2022-12-29,completed,,210.78,4227259,S414
O4700383,2022-09-26,2022-09-27,completed,,80.86,1382131,S102
O4701246,2022-09-07,2022-09-08,completed,,83.5,9827217,S94
O4701458,2022-11-03,2022-11-08,abandoned,,96.28,2488622,S205
O4701770,2022-09-17,2022-09-21,completed,,69.52,4649889,S473
O4702134,2022-11-23,2022-11-27,completed,,120.46,4282481,S35
O4702501,2022-08-31,2022-09-01,abandoned,,86.78,4376848,S415
O4703086,2022-07-09,2022-07-13,abandoned,,70.67,2656228,S266
O4704347,2022-10-02,2022-10-03,completed,,61.85,9965574,S353
O4706374,2022-01-31,2022-02-01,completed,,82.3,8702361,S76
O4707176,2022-04-12,2022-04-14,completed,,95.09,2556439,S91
O4709379,2022-08-09,2022-08-10,abandoned,,102.33,8062378,S354
O4709537,2022-01-29,2022-01-31,completed,,74.41,4283669,S61
O4710021,2022-12-24,2022-12-29,canceled,,167.68,5172795,S63
O4710114,2022-10-02,2022-10-03,completed,,65.44,7520798,S174
O4711960,2022-08-07,2022-08-08,completed,,78.6,2499766,S12
O4712825,2022-12-25,2022-12-29,completed,Holiday Promotion,160.16,8041003,S71
O4713968,2022-04-18,2022-04-20,abandoned,,43.47,4548639,S447
O4713989,2022-08-10,2022-08-12,completed,,86.9,4478781,S478
O4715367,2022-03-25,2022-03-29,completed,,101.65,3029319,S373
O4715420,2022-06-09,2022-06-10,completed,,62.3,4429465,S245
O4716058,2022-10-29,2022-11-02,canceled,,70.77,6737523,S443
O4717877,2022-11-07,2022-11-08,completed,,75.63,7033472,S27
O4719893,2022-07-31,2022-08-02,completed,,83.76,8650494,S150
O4721626,2022-07-27,2022-07-28,completed,,84.09,7533393,S444
O4722247,2022-10-30,2022-11-01,completed,,94.56,1866401,S394
O4722577,2022-04-08,2022-04-13,completed,,91.31,9089647,S301
O4725411,2022-01-29,2022-02-02,completed,,75.59,3546748,S436
O4726157,2022-06-10,2022-06-14,completed,,66.61,5320111,S322
O4730611,2022-05-23,2022-05-24,abandoned,,59.42,6277907,S39
O4731703,2022-05-08,2022-05-09,completed,,85.84,2428556,S141
O4732885,2022-08-24,2022-08-26,abandoned,,73.35,6428929,S149
O4734940,2022-06-09,2022-06-14,completed,,63.63,2238688,S471
O4735236,2022-11-29,2022-11-30,completed,,217.97,7520798,S329
O4735824,2022-11-08,2022-11-09,completed,,45.84,5116624,S454
O4737628,2022-10-26,2022-10-28,completed,,118.51,5935541,S123
O4740893,2022-06-23,2022-06-28,completed,,72.84,3445550,S356
O4744136,2022-07-21,2022-07-22,completed,,72.26,2319903,S10
O4745673,2022-08-17,2022-08-19,completed,,62.45,5480752,S298
O4747891,2022-08-11,2022-08-12,completed,,75.11,3356614,S43
O4752383,2022-01-07,2022-01-12,completed,,55.39,9827217,S173
O4752889,2022-11-11,2022-11-16,canceled,Holiday Promotion,70.92,3140639,S277
O4753633,2022-04-11,2022-04-12,completed,,55.29,9691511,S377
O4753899,2022-06-05,2022-06-06,completed,,70.7,4937759,S370
O4755732,2022-01-24,2022-01-25,abandoned,,76.06,9937058,S267
O4756388,2022-05-09,2022-05-11,completed,,101.08,4081656,S147
O4759016,2022-10-04,2022-10-05,completed,,95.3,5308458,S344
O4760276,2022-07-26,2022-07-27,completed,,60.84,3387789,S370
O4764337,2022-03-24,2022-03-25,abandoned,,77.59,6802192,S409
O4764596,2022-12-30,2023-01-04,completed,,218.96,3140639,S148
O4766862,2022-12-20,2022-12-21,completed,,90.73,4093932,S6
O4769462,2022-04-29,2022-05-04,completed,,210.99,2932698,S366
O4772361,2022-06-04,2022-06-08,abandoned,,41.37,1327801,S97
O4773703,2022-08-07,2022-08-08,completed,,89.5,1804499,S291
O4773970,2022-06-22,2022-06-23,completed,,42.33,3786357,S430
O4778195,2022-12-27,2022-12-29,completed,,185.23,2232078,S43
O4778521,2022-07-08,2022-07-12,completed,,66.38,9089647,S284
O4778998,2022-12-03,2022-12-05,completed,,232.68,3958833,S366
O4779267,2022-02-28,2022-03-02,completed,,79.75,3024813,S410
O4779566,2022-12-20,2022-12-22,completed,,95.93,1992771,S78
O4779701,2022-11-23,2022-11-27,completed,,102.22,2618718,S224
O4782684,2022-06-02,2022-06-07,completed,,83.56,4904964,S14
O4782771,2022-05-06,2022-05-11,abandoned,,81.77,4796779,S272
O4783452,2022-02-05,2022-02-09,completed,,57.4,6757759,S281
O4784527,2022-03-03,2022-03-04,completed,,84.22,2231458,S319
O4785719,2022-03-15,2022-03-16,completed,,246.41,6094567,S346
O4785812,2022-08-05,2022-08-09,completed,,75.97,4767472,S213
O4786206,2022-02-17,2022-02-22,completed,,68.86,6865523,S325
O4786560,2022-11-22,2022-11-23,completed,,288.03,9944325,S122
O4786633,2022-01-21,2022-01-25,completed,,81.2,2267541,S165
O4787471,2022-04-23,2022-04-25,completed,,114.14,7741555,S432
O4788150,2022-02-03,2022-02-04,completed,,70.17,8181518,S238
O4788192,2022-12-22,2022-12-23,completed,,113.0,6763918,S283
O4789847,2022-12-24,2022-12-28,completed,,145.8,1192046,S120
O4789966,2022-05-26,2022-05-27,abandoned,,86.73,7375629,S275
O4790163,2022-03-18,2022-03-23,completed,,57.01,5266896,S41
O4790314,2022-10-25,2022-10-26,abandoned,,53.95,5127237,S364
O4791039,2022-03-12,2022-03-16,completed,,93.33,6758541,S30
O4792123,2022-12-08,2022-12-09,completed,,79.0,3462446,S335
O4792845,2022-03-27,2022-03-29,completed,,86.54,1867999,S450
O4793639,2022-08-22,2022-08-24,completed,,85.58,4574915,S456
O4794934,2022-10-26,2022-10-28,completed,,70.25,6757759,S439
O4795497,2022-04-04,2022-04-05,completed,,69.34,2177401,S252
O4797493,2022-06-05,2022-06-06,completed,,80.75,8767424,S195
O4797969,2022-05-20,2022-05-24,completed,,76.27,9133132,S234
O4798681,2022-11-25,2022-11-29,completed,,155.44,5370461,S139
O4798707,2022-09-04,2022-09-08,completed,,68.08,4301423,S249
O4799016,2022-05-04,2022-05-05,completed,,125.46,6538314,S436
O4802228,2022-07-10,2022-07-11,completed,,63.24,4447437,S462
O4802261,2022-04-28,2022-04-29,completed,,198.83,1153585,S50
O4802301,2022-04-20,2022-04-22,completed,,57.47,9172798,S439
O4803614,2022-08-22,2022-08-24,completed,,73.62,7293757,S357
O4805235,2022-12-21,2022-12-22,completed,,104.78,7349738,S483
O4805744,2022-08-11,2022-08-12,completed,,72.33,5892386,S396
O4807669,2022-01-30,2022-02-01,completed,,96.35,6436471,S283
O4812301,2022-09-21,2022-09-22,completed,,63.18,4703204,S305
O4813078,2022-08-13,2022-08-17,completed,,39.7,6250131,S248
O4813445,2022-12-05,2022-12-07,completed,,72.45,4491704,S259
O4813532,2022-12-26,2022-12-27,completed,Holiday Promotion,194.59,5099519,S204
O4814641,2022-06-02,2022-06-07,completed,,72.04,1051742,S236
O4817532,2022-07-21,2022-07-22,completed,,264.74,6420412,S384
O4817771,2022-09-08,2022-09-13,completed,,80.27,9027367,S198
O4820474,2022-04-20,2022-04-22,completed,,74.61,7435861,S381
O4823905,2022-12-19,2022-12-20,completed,,276.79,7088877,S379
O4828006,2022-05-10,2022-05-11,completed,,69.07,4151818,S466
O4828033,2022-02-10,2022-02-15,completed,,73.23,5099519,S185
O4829320,2022-01-29,2022-01-31,completed,,74.6,3636426,S356
O4831276,2022-01-03,2022-01-04,completed,,83.52,2556439,S374
O4834364,2022-10-14,2022-10-19,completed,,85.99,1651157,S363
O4835987,2022-08-30,2022-08-31,completed,,86.62,9786338,S488
O4836492,2022-09-11,2022-09-13,completed,,68.03,4376848,S383
O4838612,2022-09-12,2022-09-14,completed,,70.42,4429465,S96
O4838655,2022-03-07,2022-03-08,completed,,81.85,1595652,S491
O4839019,2022-05-01,2022-05-03,completed,,60.89,7750715,S387
O4840353,2022-02-11,2022-02-15,completed,,68.6,2580050,S47
O4841298,2022-09-13,2022-09-14,completed,,70.08,7711446,S480
O4844374,2022-11-10,2022-11-14,completed,,58.97,7260178,S332
O4844379,2022-12-14,2022-12-16,completed,,85.76,7533393,S433
O4845551,2022-04-29,2022-05-03,completed,,213.83,1091000,S418
O4846999,2022-04-01,2022-04-05,completed,,84.73,6577994,S317
O4849580,2022-12-22,2022-12-23,completed,,404.6,3809926,S284
O4851383,2022-07-20,2022-07-21,abandoned,,99.09,6970942,S30
O4852090,2022-04-17,2022-04-18,abandoned,,77.96,7435861,S376
O4857140,2022-08-22,2022-08-23,completed,,72.09,3809926,S39
O4857540,2022-08-06,2022-08-08,completed,,79.04,2530929,S251
O4858168,2022-01-02,2022-01-04,completed,,66.95,8116039,S164
O4860825,2022-08-14,2022-08-16,completed,,97.59,5325718,S289
O4861317,2022-07-03,2022-07-05,completed,,90.92,1491936,S331
O4864615,2022-10-15,2022-10-19,completed,,75.7,2232078,S489
O4865699,2022-06-26,2022-06-27,completed,,76.49,5347352,S298
O4867566,2022-09-02,2022-09-06,abandoned,,87.34,7026356,S469
O4867884,2022-08-28,2022-08-30,completed,,60.95,6441700,S289
O4870166,2022-03-24,2022-03-29,abandoned,,63.39,8560415,S412
O4870784,2022-12-27,2022-12-28,completed,,179.18,3703678,S193
O4872236,2022-03-09,2022-03-11,completed,,96.96,9309678,S85
O4872464,2022-09-17,2022-09-19,abandoned,,70.35,9416976,S62
O4874292,2022-05-15,2022-05-16,completed,,61.35,3975698,S493
O4874378,2022-11-21,2022-11-22,completed,,91.86,1722501,S302
O4877690,2022-04-09,2022-04-11,completed,,56.19,4640089,S169
O4878802,2022-04-20,2022-04-21,completed,,62.39,6757759,S333
O4880182,2022-11-06,2022-11-08,completed,,81.09,2230293,S401
O4881448,2022-11-20,2022-11-22,completed,,77.01,6798847,S137
O4881914,2022-04-19,2022-04-21,completed,,103.77,2563837,S283
O4887384,2022-03-07,2022-03-08,completed,,68.04,2304841,S257
O4889141,2022-04-30,2022-05-02,completed,,231.73,5147408,S488
O4892126,2022-01-06,2022-01-11,completed,,76.57,4124795,S174
O4894989,2022-03-29,2022-03-31,completed,,85.12,6499635,S14
O4896139,2022-04-20,2022-04-21,completed,,86.02,5963618,S310
O4898127,2022-11-06,2022-11-07,completed,,95.1,7800751,S365
O4898588,2022-12-20,2022-12-22,completed,,78.89,5062231,S500
O4899289,2022-06-14,2022-06-16,completed,,74.46,9547576,S51
O4899547,2022-08-30,2022-09-01,canceled,,81.31,8987058,S491
O4900374,2022-06-17,2022-06-22,completed,,73.73,7664139,S350
O4903834,2022-07-06,2022-07-07,completed,,92.04,4997652,S112
O4905195,2022-11-22,2022-11-27,completed,,97.79,4884203,S498
O4906633,2022-12-09,2022-12-13,completed,,73.64,2319903,S214
O4909172,2022-03-28,2022-03-29,completed,,55.77,2822976,S4
O4913395,2022-11-13,2022-11-14,canceled,,72.1,2188708,S490
O4913476,2022-05-22,2022-05-24,completed,,84.06,1995287,S305
O4914121,2022-12-11,2022-12-13,completed,,99.63,2556439,S232
O4915146,2022-06-24,2022-06-29,completed,,86.52,1342687,S397
O4915186,2022-08-07,2022-08-08,canceled,,86.85,4135917,S327
O4916362,2022-11-13,2022-11-15,abandoned,,90.32,1787308,S449
O4916400,2022-09-27,2022-09-29,completed,,68.97,8702361,S362
O4916515,2022-08-05,2022-08-09,completed,,77.54,6057697,S146
O4916980,2022-07-16,2022-07-18,completed,,68.42,1177894,S223
O4918113,2022-10-28,2022-11-02,abandoned,,101.74,5945778,S430
O4918661,2022-05-29,2022-05-31,completed,,44.57,3809926,S323
O4920857,2022-11-21,2022-11-22,completed,,109.79,8259287,S135
O4922939,2022-01-28,2022-02-01,completed,,76.21,7161522,S82
O4923643,2022-11-21,2022-11-23,completed,,91.61,6324780,S403
O4926254,2022-04-12,2022-04-13,completed,,81.86,6538314,S490
O4926532,2022-11-23,2022-11-27,completed,,112.02,6636933,S496
O4927506,2022-08-26,2022-08-30,completed,,74.96,3448595,S304
O4928468,2022-03-07,2022-03-08,completed,,49.63,9089647,S471
O4930533,2022-12-26,2022-12-27,abandoned,Holiday Promotion,179.07,5713973,S75
O4930617,2022-01-31,2022-02-01,completed,,87.35,9428686,S431
O4932852,2022-03-11,2022-03-15,completed,,73.85,2722433,S417
O4936439,2022-06-22,2022-06-23,completed,,56.3,1651157,S188
O4936920,2022-12-11,2022-12-12,completed,,63.15,4832675,S129
O4937291,2022-11-20,2022-11-21,completed,,86.54,8225079,S463
O4938800,2022-10-12,2022-10-14,completed,,61.13,5454387,S51
O4941887,2022-02-03,2022-02-04,completed,,82.11,5568477,S209
O4942817,2022-11-19,2022-11-21,completed,,76.67,7590313,S320
O4943739,2022-05-07,2022-05-11,completed,,69.08,4840457,S483
O4945782,2022-01-04,2022-01-06,completed,,52.1,7472629,S406
O4946254,2022-06-09,2022-06-14,completed,,49.21,6496014,S192
O4949949,2022-11-20,2022-11-22,completed,,65.58,1746980,S104
O4953129,2022-09-10,2022-09-14,completed,,64.05,3615810,S287
O4953371,2022-09-18,2022-09-19,completed,,83.7,6436471,S444
O4954963,2022-01-12,2022-01-13,canceled,,76.69,9489189,S168
O4956265,2022-09-20,2022-09-21,completed,,264.38,5908891,S396
O4956452,2022-11-05,2022-11-07,abandoned,,64.63,4682261,S281
O4957156,2022-12-27,2022-12-28,completed,,230.0,1995287,S179
O4957890,2022-02-19,2022-02-23,completed,,202.79,9547576,S277
O4959708,2022-08-30,2022-08-31,completed,,49.55,1553800,S415
O4961322,2022-08-23,2022-08-24,completed,,66.55,1622551,S311
O4965234,2022-03-21,2022-03-23,completed,,74.64,1604002,S318
O4967070,2022-06-15,2022-06-17,completed,,80.2,4976028,S66
O4969433,2022-07-04,2022-07-06,completed,Holiday Promotion,90.95,5743979,S102
O4969505,2022-01-28,2022-02-01,completed,,65.71,6514737,S35
O4972029,2022-11-12,2022-11-14,completed,,69.75,6666669,S403
O4972399,2022-11-15,2022-11-16,completed,,84.96,3486840,S16
O4975101,2022-05-02,2022-05-03,completed,,80.22,9186973,S478
O4976056,2022-08-12,2022-08-16,completed,,102.4,2908091,S274
O4977045,2022-01-31,2022-02-01,abandoned,,77.77,4838720,S159
O4980415,2022-05-03,2022-05-05,completed,,81.76,6386299,S121
O4981560,2022-02-26,2022-03-02,completed,,76.2,3080286,S200
O4987646,2022-01-07,2022-01-11,completed,,72.17,7448023,S454
O4988113,2022-09-11,2022-09-13,completed,,67.63,8221840,S140
O4988347,2022-12-20,2022-12-21,completed,,112.03,8134045,S92
O4989929,2022-04-24,2022-04-26,completed,,124.24,6883579,S198
O4990728,2022-09-08,2022-09-13,completed,,77.75,4548639,S116
O4990995,2022-11-05,2022-11-07,canceled,,86.04,4516995,S319
O4991428,2022-08-25,2022-08-26,completed,,65.34,1188078,S122
O4992399,2022-12-20,2022-12-21,completed,,110.65,7498693,S69
O4992613,2022-07-12,2022-07-14,completed,,85.11,4366058,S349
O4994078,2022-07-08,2022-07-13,completed,,66.16,5558767,S493
O4994733,2022-04-20,2022-04-22,completed,,89.87,6211485,S215
O4997141,2022-09-28,2022-09-29,completed,,54.09,3319470,S122
O5002923,2022-12-19,2022-12-21,completed,,57.7,6299378,S386
O5003578,2022-06-27,2022-06-29,completed,,69.76,9064738,S417
O5004046,2022-02-21,2022-02-22,completed,Holiday Promotion,89.5,7375629,S313
O5004592,2022-04-07,2022-04-12,completed,,79.4,8977200,S65
O5004897,2022-11-09,2022-11-10,completed,,100.16,8185168,S304
O5005856,2022-02-22,2022-02-24,completed,,92.84,8549254,S96
O5006926,2022-11-22,2022-11-23,completed,,88.13,4692843,S273
O5007142,2022-03-29,2022-03-31,completed,,59.94,3952868,S384
O5007222,2022-09-30,2022-10-04,completed,,89.18,5743979,S456
O5013451,2022-08-12,2022-08-16,completed,,90.21,4019838,S462
O5013756,2022-07-29,2022-08-03,completed,,71.04,5496196,S333
O5016627,2022-11-13,2022-11-15,completed,,88.46,7088877,S498
O5017408,2022-12-30,2023-01-03,completed,,200.17,9823559,S425
O5019268,2022-12-21,2022-12-22,completed,,83.68,8534183,S339
O5022275,2022-11-23,2022-11-27,completed,,91.9,7024782,S414
O5024504,2022-03-14,2022-03-15,completed,,65.72,9001950,S489
O5027303,2022-02-11,2022-02-15,completed,,63.75,8020832,S133
O5030299,2022-12-20,2022-12-22,completed,,105.02,7843104,S28
O5032097,2022-09-30,2022-10-04,completed,,90.2,6802192,S186
O5032735,2022-02-23,2022-02-24,completed,,61.9,9206042,S344
O5035684,2022-11-10,2022-11-14,completed,,62.54,4366058,S433
O5035773,2022-10-19,2022-10-20,abandoned,,42.5,5945778,S24
O5037539,2022-01-06,2022-01-07,completed,,80.03,4650152,S68
O5039263,2022-09-22,2022-09-23,completed,,96.8,3976745,S212
O5039423,2022-05-16,2022-05-17,completed,,110.16,6364170,S159
O5040949,2022-07-25,2022-07-27,completed,,53.93,4447437,S65
O5042595,2022-11-26,2022-11-30,completed,,158.88,9242430,S321
O5043137,2022-11-03,2022-11-08,completed,,55.17,7741555,S44
O5044211,2022-02-28,2022-03-02,completed,,48.0,6883579,S202
O5045678,2022-04-24,2022-04-26,completed,,149.06,9428686,S2
O5046143,2022-09-01,2022-09-02,completed,,57.31,1773987,S280
O5047045,2022-02-25,2022-03-02,completed,,95.1,4675179,S126
O5047343,2022-01-12,2022-01-14,completed,,88.17,9439806,S149
O5053176,2022-02-27,2022-02-28,completed,,59.57,5325718,S178
O5057293,2022-12-08,2022-12-09,abandoned,,70.44,5195917,S469
O5057338,2022-05-24,2022-05-25,completed,,98.49,4669979,S245
O5058167,2022-04-11,2022-04-13,completed,,66.66,3140639,S486
O5058370,2022-03-19,2022-03-21,completed,,152.13,2296311,S295
O5060312,2022-02-14,2022-02-15,completed,,51.82,8683151,S368
O5060362,2022-02-02,2022-02-03,completed,,44.3,9089647,S288
O5065094,2022-10-03,2022-10-04,completed,,85.69,3565313,S384
O5065220,2022-02-26,2022-02-28,completed,,91.27,9376883,S443
O5066364,2022-06-23,2022-06-28,completed,,77.71,8202216,S350
O5066488,2022-02-04,2022-02-08,completed,,117.44,9344444,S64
O5066882,2022-11-15,2022-11-16,completed,,101.77,3926673,S113
O5067479,2022-12-22,2022-12-27,completed,,89.75,9282327,S233
O5067765,2022-02-28,2022-03-01,completed,,74.75,9309678,S378
O5069319,2022-11-22,2022-11-23,completed,,96.38,5926428,S267
O5072949,2022-12-31,2023-01-04,completed,,128.9,7900515,S212
O5074890,2022-11-23,2022-11-27,completed,,111.16,6636933,S239
O5079738,2022-05-08,2022-05-10,completed,,87.97,1711889,S324
O5082853,2022-01-12,2022-01-13,completed,,77.09,2465583,S444
O5083188,2022-01-25,2022-01-27,completed,,79.74,2960304,S161
O5083253,2022-07-19,2022-07-20,abandoned,,87.2,5500143,S20
O5084777,2022-08-02,2022-08-03,completed,,146.93,1495399,S354
O5085943,2022-08-29,2022-08-30,completed,,75.19,1686766,S40
O5088277,2022-12-20,2022-12-21,completed,,85.09,7839954,S40
O5092011,2022-10-28,2022-11-02,completed,,66.35,9282327,S295
O5092086,2022-09-06,2022-09-07,completed,,84.13,3356614,S300
O5092275,2022-08-01,2022-08-02,completed,,49.34,2603995,S91
O5096826,2022-10-06,2022-10-11,abandoned,,45.68,3718435,S352
O5097891,2022-04-05,2022-04-06,completed,,102.03,7088877,S493
O5098724,2022-12-01,2022-12-02,canceled,,200.51,8904696,S20
O5099560,2022-09-05,2022-09-06,completed,Holiday Promotion,82.5,5267385,S271
O5102054,2022-11-23,2022-11-27,completed,,132.99,5935541,S385
O5102886,2022-02-14,2022-02-15,abandoned,,88.19,4840457,S179
O5103423,2022-03-11,2022-03-16,completed,,90.83,2267541,S30
O5104817,2022-04-29,2022-05-03,completed,,200.43,4153467,S29
O5105932,2022-04-01,2022-04-06,completed,,66.38,7414843,S261
O5107944,2022-06-24,2022-06-29,completed,,82.96,5908891,S236
O5109011,2022-01-05,2022-01-06,completed,,67.4,5734395,S306
O5109912,2022-11-23,2022-11-27,completed,,112.42,8728560,S296
O5109998,2022-09-05,2022-09-06,completed,Holiday Promotion,104.67,5283231,S409
O5110524,2022-12-03,2022-12-07,completed,,234.19,4501760,S70
O5110973,2022-01-20,2022-01-21,completed,,31.31,2445583,S123
O5111011,2022-01-06,2022-01-11,completed,,80.65,8000322,S294
O5111804,2022-03-09,2022-03-11,completed,,60.91,2167322,S436
O5115939,2022-06-24,2022-06-28,completed,,88.11,8977200,S421
O5116533,2022-05-02,2022-05-04,completed,,72.59,1201933,S111
O5117389,2022-01-22,2022-01-24,completed,,62.69,1992771,S183
O5117530,2022-10-07,2022-10-12,completed,,90.97,5908891,S145
O5118014,2022-12-05,2022-12-06,completed,,91.95,9849057,S53
O5118611,2022-09-01,2022-09-02,completed,,82.94,2142333,S237
O5119815,2022-12-30,2023-01-03,completed,,228.15,1054421,S98
O5120018,2022-09-01,2022-09-02,completed,,68.71,1618294,S233
O5120674,2022-12-07,2022-12-08,completed,,91.84,8203034,S190
O5121569,2022-03-21,2022-03-23,completed,,101.08,5892386,S221
O5122022,2022-01-19,2022-01-21,completed,,86.1,2556439,S302
O5122988,2022-01-01,2022-01-03,abandoned,Holiday Promotion,73.99,6976951,S233
O5124969,2022-10-16,2022-10-18,completed,,84.12,1201933,S68
O5125611,2022-08-10,2022-08-12,completed,,93.95,4796779,S320
O5126383,2022-08-11,2022-08-12,completed,,63.24,8701111,S6
O5127288,2022-03-19,2022-03-21,completed,,83.29,1498466,S348
O5127486,2022-06-27,2022-06-28,completed,,64.32,1847560,S332
O5127489,2022-05-19,2022-05-24,completed,,169.08,1595652,S238
O5128604,2022-02-05,2022-02-09,completed,,90.91,2232078,S337
O5129959,2022-02-24,2022-02-25,completed,,111.77,7375629,S469
O5132365,2022-08-31,2022-09-02,completed,,71.27,1153334,S97
O5132851,2022-06-07,2022-06-09,completed,,81.17,2656228,S173
O5134282,2022-06-15,2022-06-17,completed,,86.45,2681515,S235
O5134365,2022-11-21,2022-11-22,completed,,73.68,2764969,S362
O5135062,2022-12-25,2022-12-27,completed,Holiday Promotion,159.82,5720985,S67
O5137839,2022-11-23,2022-11-25,completed,,107.13,9064738,S222
O5139504,2022-11-19,2022-11-21,completed,,75.8,5673584,S310
O5140954,2022-07-11,2022-07-13,completed,,77.29,8761753,S30
O5141536,2022-05-26,2022-05-31,completed,,87.42,7323548,S188
O5144244,2022-12-27,2022-12-29,completed,,203.45,5990915,S31
O5145731,2022-04-05,2022-04-06,completed,,51.82,4650152,S80
O5146459,2022-12-02,2022-12-06,completed,,239.1,8259287,S397
O5148822,2022-11-01,2022-11-02,completed,,168.06,7461066,S290
O5148833,2022-06-05,2022-06-07,completed,,68.32,6436471,S297
O5149612,2022-11-05,2022-11-07,abandoned,,66.53,2274957,S246
O5150956,2022-12-17,2022-12-19,completed,,60.13,2454295,S23
O5151492,2022-01-16,2022-01-20,completed,,65.28,2656228,S135
O5152375,2022-03-20,2022-03-21,completed,,89.14,8100132,S19
O5153053,2022-11-17,2022-11-18,completed,,94.48,1645697,S486
O5153160,2022-11-30,2022-12-01,completed,,217.95,7470590,S475
O5153942,2022-05-05,2022-05-10,completed,,76.09,3013572,S468
O5154067,2022-10-29,2022-11-02,completed,,69.66,7533393,S354
O5155059,2022-12-03,2022-12-07,completed,,224.06,1293930,S447
O5156849,2022-06-19,2022-06-21,completed,Holiday Promotion,261.54,8504259,S348
O5158913,2022-06-07,2022-06-09,completed,,57.18,1026283,S179
O5158946,2022-06-26,2022-06-28,completed,,72.78,1201933,S302
O5159486,2022-04-29,2022-05-04,abandoned,,196.14,7891266,S46
O5160560,2022-11-23,2022-11-27,completed,,123.29,3546748,S190
O5160910,2022-03-28,2022-03-29,completed,,59.87,2230293,S47
O5162335,2022-01-21,2022-01-25,completed,,84.05,2313940,S185
O5164691,2022-09-01,2022-09-06,completed,,73.47,7491842,S350
O5164795,2022-03-01,2022-03-03,completed,,74.59,3565313,S162
O5166459,2022-11-20,2022-11-21,canceled,,87.81,2395754,S63
O5166495,2022-01-04,2022-01-05,completed,,64.87,5969307,S262
O5166889,2022-12-08,2022-12-13,completed,,68.38,3272194,S410
O5167858,2022-03-16,2022-03-18,completed,,69.17,4639786,S320
O5170413,2022-03-04,2022-03-08,completed,,73.65,4696395,S465
O5172149,2022-05-08,2022-05-09,canceled,,70.32,6757759,S148
O5172315,2022-02-11,2022-02-16,abandoned,,91.47,7701067,S262
O5173491,2022-12-10,2022-12-14,completed,,67.87,4447437,S37
O5176084,2022-06-29,2022-07-01,completed,,71.98,8134045,S201
O5180204,2022-09-15,2022-09-20,abandoned,,57.32,2268367,S89
O5181331,2022-12-13,2022-12-15,completed,,75.25,1153684,S173
O5183494,2022-06-04,2022-06-06,completed,,65.44,9064738,S78
O5184615,2022-07-01,2022-07-05,completed,,94.76,1876859,S107
O5187449,2022-01-05,2022-01-07,completed,,52.13,4640089,S328
O5190117,2022-04-20,2022-04-21,completed,,77.96,6974623,S226
O5190616,2022-04-23,2022-04-25,completed,,136.7,8590536,S124
O5190977,2022-09-03,2022-09-08,completed,,63.04,7375629,S428
O5193384,2022-09-14,2022-09-16,completed,,77.6,1517450,S429
O5194077,2022-07-31,2022-08-01,completed,,60.22,7219639,S164
O5194353,2022-06-09,2022-06-14,completed,,61.58,8040293,S94
O5194582,2022-03-16,2022-03-18,canceled,,65.19,6514737,S493
